,text,_score,_pvalue
1502,rác,3.2478031634446394,0.07151925421208653
1677,thư_thái,3.2478031634446394,0.07151925421208653
1344,nổi_bật,3.2478031634446394,0.07151925421208653
1046,lộ_thiên,3.2478031634446394,0.07151925421208653
616,giữ_trẻ,3.2478031634446394,0.07151925421208653
1428,phục,3.2478031634446394,0.07151925421208653
1893,tưởng_tượng,3.2478031634446394,0.07151925421208653
1500,room,3.2478031634446394,0.07151925421208653
1998,vẻ,3.2478031634446394,0.07151925421208653
1351,nửa,3.2478031634446394,0.07151925421208653
1882,túi_tiền,3.2478031634446394,0.07151925421208653
1047,lộng_lẫy,3.2478031634446394,0.07151925421208653
1910,tầng_trệt,3.2478031634446394,0.07151925421208653
1912,tận_dụng,3.2478031634446394,0.07151925421208653
1253,nhà_bếp,3.2478031634446394,0.07151925421208653
631,gạch,3.2478031634446394,0.07151925421208653
1331,nấu_nướng,3.2478031634446394,0.07151925421208653
1231,ngột_ngạt,3.2478031634446394,0.07151925421208653
1668,thông_thoáng,3.2478031634446394,0.07151925421208653
646,gối,3.2478031634446394,0.07151925421208653
484,cổ_điển,3.2478031634446394,0.07151925421208653
2249,đồ_chơi,3.2478031634446394,0.07151925421208653
2099,ý_kiến,3.2478031634446394,0.07151925421208653
1076,muộn,3.2478031634446394,0.07151925421208653
159,bé_nhỏ,3.2478031634446394,0.07151925421208653
415,có_mùi,3.2478031634446394,0.07151925421208653
976,lát_gạch,3.2478031634446394,0.07151925421208653
565,extra,3.2478031634446394,0.07151925421208653
424,côn_trùng,3.2478031634446394,0.07151925421208653
975,lát,3.2478031634446394,0.07151925421208653
1146,mốc,3.2478031634446394,0.07151925421208653
140,bày,3.2478031634446394,0.07151925421208653
1143,mọi_mặt,3.2478031634446394,0.07151925421208653
83,ban_công,3.2478031634446394,0.07151925421208653
571,ga,3.2478031634446394,0.07151925421208653
1721,thực_tế,3.2478031634446394,0.07151925421208653
572,galaxy,3.2478031634446394,0.07151925421208653
932,linh_động,3.2478031634446394,0.07151925421208653
2171,đóng,3.2478031634446394,0.07151925421208653
599,giường_ngủ,3.2478031634446394,0.07151925421208653
1554,sáng_sủa,3.2478031634446394,0.07151925421208653
1398,phòng_khách_sạn,3.2478031634446394,0.07151925421208653
473,cầu_thang,3.2478031634446394,0.07151925421208653
71,an_toàn,3.2478031634446394,0.07151925421208653
472,cầu,3.2478031634446394,0.07151925421208653
1710,thứ_hai,3.2478031634446394,0.07151925421208653
96,bed,3.2478031634446394,0.07151925421208653
1484,relax,3.2478031634446394,0.07151925421208653
440,cũng,3.2478031634446394,0.07151925421208653
1399,phòng_không,3.2478031634446394,0.07151925421208653
645,gọn_gàng,3.2478031634446394,0.07151925421208653
909,kết_nối,3.2478031634446394,0.07151925421208653
1579,số_tiền,3.2478031634446394,0.07151925421208653
1749,tiện_dụng,3.2478031634446394,0.07151925421208653
1571,sạn,3.2478031634446394,0.07151925421208653
1069,mong,3.2478031634446394,0.07151925421208653
2265,độ,3.2478031634446394,0.07151925421208653
2066,xịt,3.2478031634446394,0.07151925421208653
2085,âm_thanh,3.2478031634446394,0.07151925421208653
673,hoang_sơ,3.2478031634446394,0.07151925421208653
66,an,3.1702686506780378,0.07499011036334198
162,bên_ngoài,3.1114071926901454,0.07774576286456646
632,gần_gũi,3.1114071926901454,0.07774576286456646
979,lâm,3.1114071926901454,0.07774576286456646
1633,thiên_nhiên,3.1114071926901454,0.07774576286456646
1195,ngoài_trời,3.1114071926901454,0.07774576286456646
1269,nhìn,3.0920235644984952,0.07867691051986518
2157,đáp_ứng,3.079004329004329,0.07930906388855795
1470,quản_gia,3.079004329004329,0.07930906388855795
1477,quầy,3.079004329004329,0.07930906388855795
1120,mũi,3.079004329004329,0.07930906388855795
551,dịp,3.079004329004329,0.07930906388855795
1837,trừ,3.079004329004329,0.07930906388855795
2088,âu,3.079004329004329,0.07930906388855795
347,chỉ_có,3.079004329004329,0.07930906388855795
734,hướng,3.0385446688370474,0.08130878184006016
598,giường,3.0385446688370474,0.08130878184006016
1038,lễ_tân,3.0375688373821053,0.08135767873758969
1723,thực_đơn,3.0375688373821053,0.08135767873758969
191,bất_tiện,3.024978682711547,0.08199139848732062
1090,máy_lạnh,3.024978682711547,0.08199139848732062
791,internet,2.846731622214927,0.09155990111222295
2080,yếu,2.846731622214927,0.09155990111222295
813,khung_cảnh,2.8374357931381526,0.09209106670927865
239,bữa_tối,2.7816841103308585,0.09534785942679674
1354,ok,2.7499446357091344,0.09725779608742095
205,bể_bơi,2.622969669707368,0.10532715472190772
1310,nói_chuyện,2.463203463203463,0.11654088399144304
698,hàng_ngày,2.463203463203463,0.11654088399144304
511,di_chuyển,2.463203463203463,0.11654088399144304
1306,né,2.463203463203463,0.11654088399144304
90,bar,2.463203463203463,0.11654088399144304
1380,phàn_nàn,2.463203463203463,0.11654088399144304
1858,tây,2.463203463203463,0.11654088399144304
1295,ninh,2.463203463203463,0.11654088399144304
305,chê,2.463203463203463,0.11654088399144304
1832,trời,2.463203463203463,0.11654088399144304
2149,đá,2.463203463203463,0.11654088399144304
1785,truyền,2.463203463203463,0.11654088399144304
450,cười,2.463203463203463,0.11654088399144304
1319,nơi_nghỉ,2.463203463203463,0.11654088399144304
569,free,2.463203463203463,0.11654088399144304
848,không_chuyên_nghiệp,2.463203463203463,0.11654088399144304
1132,mặn,2.463203463203463,0.11654088399144304
1450,quy_định,2.463203463203463,0.11654088399144304
2288,ẩm_thực,2.463203463203463,0.11654088399144304
1635,thiết_bị,2.418598075913541,0.119902192378008
2109,đa_dạng,2.344085269092206,0.12575936280872463
1299,niềm_nở,2.344085269092206,0.12575936280872463
1232,ngủ,2.307728775325436,0.1287320282134092
705,hình_như,2.307728775325436,0.1287320282134092
224,bổ_sung,2.307728775325436,0.1287320282134092
1442,quang,2.307728775325436,0.1287320282134092
1568,sơn,2.307728775325436,0.1287320282134092
321,chơi,2.307728775325436,0.1287320282134092
1113,môi_trường,2.307728775325436,0.1287320282134092
884,kiểu,2.307728775325436,0.1287320282134092
248,canary,2.307728775325436,0.1287320282134092
2264,đổi,2.307728775325436,0.1287320282134092
365,chủ_nhà,2.307728775325436,0.1287320282134092
108,book,2.307728775325436,0.1287320282134092
483,cổ_kính,2.307728775325436,0.1287320282134092
1080,màu,2.307728775325436,0.1287320282134092
925,lau,2.307728775325436,0.1287320282134092
1547,sàn,2.307728775325436,0.1287320282134092
1697,thẳng,2.307728775325436,0.1287320282134092
1909,tầng,2.307728775325436,0.1287320282134092
3,10,2.307728775325436,0.1287320282134092
459,cảm_giác,2.2784422615341957,0.13118357339585052
1350,nụ_cười,2.224768000745593,0.13581305650165915
692,huế,2.1498951713614027,0.1425796242431128
2248,đồ,2.1498951713614027,0.1425796242431128
1713,thức_ăn_ngon,2.0805165957846103,0.14918967764423463
58,allezboo,2.0805165957846103,0.14918967764423463
1131,mặc_dù,2.0742714617934306,0.14980145369877002
1015,lạnh,2.0742714617934306,0.14980145369877002
629,góp_ý,2.0742714617934306,0.14980145369877002
1900,tạm_được,2.0742714617934306,0.14980145369877002
2256,đồ_đạc,2.0742714617934306,0.14980145369877002
2139,điện_thoại,2.0742714617934306,0.14980145369877002
2268,độc_đáo,2.0742714617934306,0.14980145369877002
1007,lưu_trú,2.0742714617934306,0.14980145369877002
972,lành,2.0742714617934306,0.14980145369877002
2250,đồ_dùng,2.0313270794817364,0.15408601042935702
1315,nóng,2.0174684169082235,0.15549820143651585
1825,trẻ_em,2.0174684169082235,0.15549820143651585
1676,thư_giãn,2.0174684169082235,0.15549820143651585
1755,toilet,2.0174684169082235,0.15549820143651585
356,chỗ,2.0174684169082235,0.15549820143651585
1498,riêng_tư,2.0174684169082235,0.15549820143651585
1330,nấu,1.9266330558070446,0.16512727669076582
2217,đặc_biệt,1.9176195801854854,0.1661193140174944
1426,phở,1.8523160415235824,0.17351426512567522
1359,out,1.8523160415235824,0.17351426512567522
360,chợ,1.847402597402597,0.17408579009878294
1328,nước_uống,1.847402597402597,0.17408579009878294
1800,trình_độ,1.847402597402597,0.17408579009878294
1333,nấu_ăn_ngon,1.847402597402597,0.17408579009878294
480,cố_gắng,1.847402597402597,0.17408579009878294
454,cả,1.847402597402597,0.17408579009878294
1680,thương_mại,1.847402597402597,0.17408579009878294
1741,tiếp_đón,1.847402597402597,0.17408579009878294
1016,lạnh_lùng,1.847402597402597,0.17408579009878294
355,chồng,1.847402597402597,0.17408579009878294
1966,vui,1.847402597402597,0.17408579009878294
257,cay,1.847402597402597,0.17408579009878294
1977,ví_dụ,1.847402597402597,0.17408579009878294
2150,đáng,1.847402597402597,0.17408579009878294
860,không_ngon,1.847402597402597,0.17408579009878294
241,bữa_ăn_sáng,1.847402597402597,0.17408579009878294
663,hiểu,1.847402597402597,0.17408579009878294
2137,điểm_tâm,1.847402597402597,0.17408579009878294
2015,vừa_miệng,1.847402597402597,0.17408579009878294
2122,đi_lại,1.847402597402597,0.17408579009878294
230,bờ,1.847402597402597,0.17408579009878294
1563,sóng,1.847402597402597,0.17408579009878294
667,hiệu_quả,1.847402597402597,0.17408579009878294
677,hot,1.847402597402597,0.17408579009878294
1583,sớm,1.847402597402597,0.17408579009878294
1581,sống,1.847402597402597,0.17408579009878294
2069,xứng_với,1.847402597402597,0.17408579009878294
1815,trả_lời,1.847402597402597,0.17408579009878294
1576,sẵn_sàng,1.847402597402597,0.17408579009878294
886,kiểu_cổ,1.847402597402597,0.17408579009878294
1608,sự_thay_đổi,1.847402597402597,0.17408579009878294
190,bất_ngờ,1.847402597402597,0.17408579009878294
1133,mặt,1.847402597402597,0.17408579009878294
1625,tham_quan,1.847402597402597,0.17408579009878294
1827,trễ,1.847402597402597,0.17408579009878294
627,gói,1.847402597402597,0.17408579009878294
1037,lễ_phép,1.847402597402597,0.17408579009878294
1516,rỉ_sét,1.847402597402597,0.17408579009878294
1307,nêm,1.847402597402597,0.17408579009878294
604,giảm_giá,1.847402597402597,0.17408579009878294
2221,đặc_trưng,1.847402597402597,0.17408579009878294
1875,tôn_trọng,1.847402597402597,0.17408579009878294
1960,việt,1.847402597402597,0.17408579009878294
1471,quản_lí,1.847402597402597,0.17408579009878294
1932,tồi,1.847402597402597,0.17408579009878294
2169,đón_tiếp,1.847402597402597,0.17408579009878294
1425,phố_cổ,1.847402597402597,0.17408579009878294
128,buổi_trưa,1.847402597402597,0.17408579009878294
1957,vinpearl,1.847402597402597,0.17408579009878294
1374,phong_cách,1.8129608556422518,0.1781534552012407
1375,phong_cảnh,1.6984225422159012,0.19249440345420643
1056,mandara,1.6984225422159012,0.19249440345420643
2188,đưa_đón,1.684676107221927,0.19430426481602958
474,cẩn_thận,1.684676107221927,0.19430426481602958
1572,sảnh,1.684676107221927,0.19430426481602958
1193,ngon_miệng,1.684676107221927,0.19430426481602958
482,cổ,1.684676107221927,0.19430426481602958
1976,vân,1.684676107221927,0.19430426481602958
2107,ăn_uống,1.6519299283861173,0.19869646095404794
895,kém,1.6519299283861173,0.19869646095404794
672,hoa_viên,1.6239015817223197,0.20254862476259233
1397,phòng_khách_hàng,1.6239015817223197,0.20254862476259233
699,hàng_đầu,1.6239015817223197,0.20254862476259233
700,hành_lang,1.6239015817223197,0.20254862476259233
652,hai_mặt,1.6239015817223197,0.20254862476259233
1473,quảng_cáo,1.6239015817223197,0.20254862476259233
1474,quấy_rầy,1.6239015817223197,0.20254862476259233
1480,ra_đây,1.6239015817223197,0.20254862476259233
647,gồm,1.6239015817223197,0.20254862476259233
1481,rat_thich,1.6239015817223197,0.20254862476259233
701,hát,1.6239015817223197,0.20254862476259233
1485,remote,1.6239015817223197,0.20254862476259233
1487,reridence,1.6239015817223197,0.20254862476259233
638,gặp_phải,1.6239015817223197,0.20254862476259233
1441,quan_điểm,1.6239015817223197,0.20254862476259233
1490,rest,1.6239015817223197,0.20254862476259233
723,hơi_muỗi,1.6239015817223197,0.20254862476259233
1419,phương_uyên,1.6239015817223197,0.20254862476259233
1492,restroom,1.6239015817223197,0.20254862476259233
1494,river,1.6239015817223197,0.20254862476259233
704,hình_dáng,1.6239015817223197,0.20254862476259233
707,hít,1.6239015817223197,0.20254862476259233
630,gương,1.6239015817223197,0.20254862476259233
1407,phóng,1.6239015817223197,0.20254862476259233
709,hòa_hơi,1.6239015817223197,0.20254862476259233
1501,ruồi,1.6239015817223197,0.20254862476259233
655,hay_sao,1.6239015817223197,0.20254862476259233
1464,quân,1.6239015817223197,0.20254862476259233
1460,quá_đắt,1.6239015817223197,0.20254862476259233
659,hen,1.6239015817223197,0.20254862476259233
671,hoa_sen,1.6239015817223197,0.20254862476259233
670,hoa_quả,1.6239015817223197,0.20254862476259233
713,hôi,1.6239015817223197,0.20254862476259233
679,housekeeping,1.6239015817223197,0.20254862476259233
1439,quan_trọng,1.6239015817223197,0.20254862476259233
681,hoàn_cầu,1.6239015817223197,0.20254862476259233
1437,qua_lại,1.6239015817223197,0.20254862476259233
1444,quay,1.6239015817223197,0.20254862476259233
724,hơi_nhỏ,1.6239015817223197,0.20254862476259233
1401,phòng_nghỉ,1.6239015817223197,0.20254862476259233
664,hiện,1.6239015817223197,0.20254862476259233
1434,pm,1.6239015817223197,0.20254862476259233
685,hoàn_thành,1.6239015817223197,0.20254862476259233
1430,phức_hợp,1.6239015817223197,0.20254862476259233
687,hoàn_tất,1.6239015817223197,0.20254862476259233
1446,quay_phim,1.6239015817223197,0.20254862476259233
1449,qui_mô,1.6239015817223197,0.20254862476259233
689,hoành_tráng,1.6239015817223197,0.20254862476259233
711,hòn,1.6239015817223197,0.20254862476259233
693,huớng,1.6239015817223197,0.20254862476259233
1400,phòng_lúc,1.6239015817223197,0.20254862476259233
1423,phẳng,1.6239015817223197,0.20254862476259233
1420,phượng,1.6239015817223197,0.20254862476259233
1436,pose,1.6239015817223197,0.20254862476259233
1277,như_ý,1.6239015817223197,0.20254862476259233
1395,phòng_khoáng,1.6239015817223197,0.20254862476259233
1394,phòng_hơi,1.6239015817223197,0.20254862476259233
1158,mới_mẻ,1.6239015817223197,0.20254862476259233
1157,mới_lạ,1.6239015817223197,0.20254862476259233
1154,một_tí,1.6239015817223197,0.20254862476259233
1,04,1.6239015817223197,0.20254862476259233
922,lagoon,1.6239015817223197,0.20254862476259233
1139,mềm_mại,1.6239015817223197,0.20254862476259233
1135,mặt_xệ,1.6239015817223197,0.20254862476259233
1126,mảng,1.6239015817223197,0.20254862476259233
1124,mạn,1.6239015817223197,0.20254862476259233
935,liên_lạc,1.6239015817223197,0.20254862476259233
1117,mùi_hôi,1.6239015817223197,0.20254862476259233
938,liệt,1.6239015817223197,0.20254862476259233
939,lo,1.6239015817223197,0.20254862476259233
940,lo_cho,1.6239015817223197,0.20254862476259233
941,lo_lắng,1.6239015817223197,0.20254862476259233
942,loa,1.6239015817223197,0.20254862476259233
943,load,1.6239015817223197,0.20254862476259233
1159,mờ,1.6239015817223197,0.20254862476259233
1163,mức_độ,1.6239015817223197,0.20254862476259233
910,kề,1.6239015817223197,0.20254862476259233
896,kéo,1.6239015817223197,0.20254862476259233
879,kiên_giang,1.6239015817223197,0.20254862476259233
880,kiếm,1.6239015817223197,0.20254862476259233
882,kiếng,1.6239015817223197,0.20254862476259233
1188,nghỉ_lễ,1.6239015817223197,0.20254862476259233
890,ko_biết,1.6239015817223197,0.20254862476259233
1186,nghệ_thuật,1.6239015817223197,0.20254862476259233
1184,nghẹt,1.6239015817223197,0.20254862476259233
897,két_sắt,1.6239015817223197,0.20254862476259233
1169,ngay_sau_khi,1.6239015817223197,0.20254862476259233
1182,nghĩ_dưỡng,1.6239015817223197,0.20254862476259233
1176,nghiêm_trọng,1.6239015817223197,0.20254862476259233
1173,nghi,1.6239015817223197,0.20254862476259233
1172,nghe_được,1.6239015817223197,0.20254862476259233
903,kính,1.6239015817223197,0.20254862476259233
905,kẹt,1.6239015817223197,0.20254862476259233
1170,nghe,1.6239015817223197,0.20254862476259233
945,logic,1.6239015817223197,0.20254862476259233
947,love,1.6239015817223197,0.20254862476259233
948,loài,1.6239015817223197,0.20254862476259233
995,lò_vi_sóng,1.6239015817223197,0.20254862476259233
984,lâm_nếu,1.6239015817223197,0.20254862476259233
988,lãng,1.6239015817223197,0.20254862476259233
1061,minh,1.6239015817223197,0.20254862476259233
990,lãng_phí,1.6239015817223197,0.20254862476259233
1052,m2,1.6239015817223197,0.20254862476259233
1048,lớp,1.6239015817223197,0.20254862476259233
994,lò_sưởi,1.6239015817223197,0.20254862476259233
996,lòng,1.6239015817223197,0.20254862476259233
980,lâm_có,1.6239015817223197,0.20254862476259233
998,lông,1.6239015817223197,0.20254862476259233
999,lùa,1.6239015817223197,0.20254862476259233
1044,lối_vào,1.6239015817223197,0.20254862476259233
1039,lệch,1.6239015817223197,0.20254862476259233
1009,lương,1.6239015817223197,0.20254862476259233
1010,lưới,1.6239015817223197,0.20254862476259233
1021,lần_sau,1.6239015817223197,0.20254862476259233
981,lâm_hơi,1.6239015817223197,0.20254862476259233
978,lát_đá,1.6239015817223197,0.20254862476259233
1106,món_quà,1.6239015817223197,0.20254862476259233
1095,máy_tính,1.6239015817223197,0.20254862476259233
1103,mính,1.6239015817223197,0.20254862476259233
1101,mình,1.6239015817223197,0.20254862476259233
1100,mìn,1.6239015817223197,0.20254862476259233
1098,mãn_nguyện,1.6239015817223197,0.20254862476259233
1097,mãi,1.6239015817223197,0.20254862476259233
1096,mây,1.6239015817223197,0.20254862476259233
959,là_cùng,1.6239015817223197,0.20254862476259233
961,làm_bếp,1.6239015817223197,0.20254862476259233
1077,mà_không,1.6239015817223197,0.20254862476259233
